communityID,ba001,ba002,da001,da002,ca001,gb001,need_score,need_level
1017911,1.5121951219512195,1.4074074074074074,2.384621558712577,4.694450141686933,1.4486057479765588,24.5609756097561,6.334630769823577,0
1017912,1.5625,1.4074074074074074,2.919490930251224,8.121306257508152,1.5054682802164763,24.453125,7.146071124245056,3
1017913,1.5777777777777777,1.4074074074074074,2.3743871008017408,4.143344202276758,1.4744437763078773,22.488888888888887,5.91491366358345,0
1040041,1.5238095238095237,1.4074074074074074,2.5861167486498573,5.862373025407177,1.4265302031816935,24.0,6.531131470869301,0
1040042,1.56,1.4074074074074074,2.950779356288627,5.310767118585893,1.4782853706726227,25.52,6.747739216538378,1
1040043,1.5185185185185186,1.4074074074074074,2.977273605574432,6.787747332023975,1.4944433308834992,22.74074074074074,6.635293626690187,0
1051021,1.5483870967741935,1.4074074074074074,2.8424807562352905,5.602178678786738,1.4320269570012554,24.629032258064516,6.638362955224184,0
1051022,1.5277777777777777,1.4074074074074074,2.667749105956426,6.446580096485708,1.3853167444568526,26.38888888888889,7.020532288936257,2
1051023,1.5714285714285714,1.4074074074074072,2.8874078405742263,7.585948417465493,1.2795906095450806,24.357142857142858,6.9826998117879935,2
1053811,1.5192307692307692,1.4074074074074074,2.9601029839411734,6.224110902826366,1.451510906411688,26.403846153846153,7.0612996337373914,2
1053812,1.540983606557377,1.4074074074074074,3.292580648132432,4.845251190754177,1.5453153847128789,26.459016393442624,6.890993315055416,1
1053813,1.5344827586206897,1.4074074074074074,2.8249555092427303,8.253787363225888,1.5667483241456328,26.448275862068964,7.457398126036198,3
1082061,1.5,1.4074074074074074,3.509639116301469,6.17530729792346,1.4035708916759728,22.875,6.652405020559604,0
1082062,1.4736842105263157,1.4074074074074074,3.0850424480013747,6.969151469715993,1.6026310514711313,23.017543859649123,6.756265290759728,1
1082063,1.5087719298245614,1.4035087719298245,3.224026033459924,6.600345036264938,1.4370924304145811,24.63157894736842,6.935499029302963,2
1082592,1.75,1.4074074074074074,3.346185488401958,4.420327784451691,1.125,26.125,6.706260077138976,1
1082593,1.5384615384615385,1.4074074074074074,2.9858143942901947,8.372610262570792,1.5043949436011974,26.06338205857121,7.454290349560717,3
1101311,1.5106382978723405,1.4074074074074074,2.8658476398331207,9.078207099014493,1.5819142539117974,23.76595744680851,7.232432233017374,3
1101312,1.5,1.4074074074074077,2.7023576461227607,6.727662082807917,1.552950030439638,21.97826086956522,6.44895161124115,0
1101313,1.5135135135135136,1.4234234234234235,2.5634437712453604,5.53608319148048,1.3737442450611421,23.597833346138614,6.387958363931543,0
1111541,1.5294117647058822,1.4074074074074074,2.8031897565190294,5.973818633339727,1.6292010490305564,24.970588235294116,6.783677706594552,1
1111542,1.5294117647058822,1.4074074074074074,2.884645165554784,6.014218798897627,1.5268902509891509,25.044117647058822,6.807804384023566,1
1111543,1.5789473684210527,1.4074074074074074,2.4210526315789473,13.615961991816679,1.5172914245927505,22.210526315789473,7.785776365463555,4
1127441,1.5490196078431373,1.3994190268700073,3.013624295532484,4.745419396521266,1.488515069286885,26.03921568627451,6.731794809804081,1
1127442,1.553191489361702,1.4074074074074074,2.8281990460625748,5.319965019772227,1.4662610326304495,25.382978723404257,6.6965768770234435,1
1127443,1.5294117647058822,1.4074074074074077,2.8281138605213334,6.9254451051057115,1.418626861448127,25.823529411764707,7.076589075281548,2
1146041,1.565217391304348,1.4074074074074077,2.849520339757884,4.800285029957991,1.3649058985669094,24.26086956521739,6.414451558646862,0
1146042,1.5,1.4074074074074074,2.488474195360783,10.371426119787198,1.5239283566703892,26.4,7.7831411744463415,4
1146043,1.5098039215686274,1.4074074074074077,2.93818469678585,4.706203710246756,1.4953772248526591,24.470588235294116,6.468829883415978,0
1160061,1.5357142857142858,1.4074074074074072,2.4203387109719885,8.134613498737405,1.4969381619153974,25.607142857142858,7.195767678497364,3
